Dagur;Tími;ID;Námskeið;Bygging;Stofa;Fjöldi;Lengd prófs;Sérnemar;Fjöldinema; Hámarksæti; Fjöldinámskeiða
2019.12.5;09:00;70989520196;HJU114G;Logberg;L103;16;3;FALSE;25;25;2
2019.12.5;09:00;70989520196;HJU114G;Stakkahlid_Klettur;K205;8;3;FALSE;20;20;2
2019.12.5;09:00;70989520196;HJU114G;Stakkahlid_Klettur;K207;25;3;FALSE;25;25;1
2019.12.5;09:00;70935920196;LAK124G;Askja;Askja131;10;3;FALSE;30;30;2
2019.12.5;09:00;70935920196;LAK124G;Eirberg;E103C;17;3;FALSE;34;50;2
2019.12.5;09:00;70935920196;LAK124G;Eirberg;E201C;14;3;FALSE;28;40;2
2019.12.5;09:00;70656620196;ENS339G;Logberg;L102;9;3;FALSE;25;25;2
2019.12.5;09:00;70656620196;ENS339G;Stakkahlid_Hamar;H101;13;3;FALSE;13;22;1
2019.12.5;09:00;70762420196;GFR511M;VR_2;V155;2;3;FALSE;13;22;3
2019.12.5;09:00;05351120196;HSP104G;Arnagardur;A304;7;2;FALSE;7;20;1
2019.12.5;09:00;05351120196;HSP104G;Arnagardur;A311;9;2;FALSE;9;26;1
2019.12.5;09:00;05351120196;HSP104G;Stakkahlid_Klettur;K202;12;2;FALSE;12;15;1
2019.12.5;09:00;70963220196;TSM103G;Haskolatorg;HT104;8;3;FALSE;26;54;2
2019.12.5;09:00;05500120196;ISE103G;Oddi;O201;15;3;FALSE;44;44;3
2019.12.5;09:00;05500120196;ISE103G;Stakkahlid_Klettur;K204;7;3;FALSE;20;20;2
2019.12.5;09:00;05500120196;ISE103G;HusVigdisar;VHV007;22;3;FALSE;44;44;3
2019.12.5;09:00;05500120196;ISE103G;VR_2;V147;10;3;FALSE;11;15;2
2019.12.5;09:00;05500120196;ISE103G;VR_2;V152;12;3;FALSE;19;36;2
2019.12.5;09:00;05500120196;ISE103G;VR_2;V155;8;3;FALSE;13;22;3
2019.12.5;09:00;05500120196;ISE103G;VR_2;V258;8;3;FALSE;13;22;2
2019.12.5;09:00;05500120196;ISE103G;VR_2;V261;10;3;FALSE;16;30;2
2019.12.5;09:00;70748120196;EFN315G;VR_2;V156;6;3;FALSE;13;22;2
2019.12.5;09:00;70947420200;HJU715G;Askja;Askja130;8;3;FALSE;20;20;2
2019.12.5;09:00;70947420200;HJU715G;Eirberg;E103C;17;3;FALSE;34;50;2
2019.12.5;09:00;70947420200;HJU715G;Eirberg;E201C;14;3;FALSE;28;40;2
2019.12.5;09:00;70947420200;HJU715G;Eirberg;E203C;17;3;FALSE;31;50;2
2019.12.5;09:00;70947420200;HJU715G;Stakkahlid_Klettur;K204;13;3;FALSE;20;20;2
2019.12.5;09:00;70787720196;STJ107G;Arnagardur;A301;7;3;FALSE;24;48;3
2019.12.5;09:00;70787720196;STJ107G;Stakkahlid_Hamar;H209;6;3;FALSE;12;16;2
2019.12.5;09:00;70917720196;STJ106F;Arnagardur;A301;1;3;FALSE;24;48;3
2019.12.5;09:00;09216520196;EDL520M;VR_2;V155;3;3;FALSE;13;22;3
2019.12.5;09:00;70429520196;KME110F;Logberg;L102;16;3;FALSE;25;25;2
2019.12.5;09:00;70429520196;KME110F;Logberg;L103;9;3;FALSE;25;25;2
2019.12.5;09:00;70429520196;KME110F;Stakkahlid_Hamar;H201;9;3;FALSE;9;25;1
2019.12.5;09:00;70429520196;KME110F;Stakkahlid_Hamar;H203;7;3;FALSE;7;19;1
2019.12.5;09:00;70429520196;KME110F;Stakkahlid_Hamar;H204;7;3;FALSE;7;20;1
2019.12.5;09:00;70429520196;KME110F;Stakkahlid_Hamar;H207;12;3;FALSE;12;34;1
2019.12.5;09:00;70429520196;KME110F;Stakkahlid_Klettur;K205;12;3;FALSE;20;20;2
2019.12.5;09:00;70429520196;KME110F;Stakkahlid_Klettur;K208;25;3;FALSE;25;25;1
2019.12.5;09:00;09682420196;LAN516G;Stakkahlid_Hamar;H209;6;3;FALSE;12;16;2
2019.12.5;09:00;09682420196;LAN516G;VR_2;V152;7;3;FALSE;19;36;2
2019.12.5;09:00;09313820196;EFN307G;HusVigdisar;VHV007;7;3;FALSE;44;44;3
2019.12.5;09:00;09313820196;EFN307G;VR_2;V156;7;3;FALSE;13;22;2
