Dagur;Tími;ID;Námskeið;Bygging;Stofa;Fjöldi;Lengd prófs;Sérnemar;Fjöldinema; Hámarksæti; Fjöldinámskeiða
2019.12.2;13:30;10026220196;SAL308G;Stakkahlid_Klettur;K205;7;3;FALSE;14;20;2
2019.12.2;13:30;10026220196;SAL308G;Stakkahlid_Klettur;K206;7;3;FALSE;14;20;2
2019.12.2;13:30;10026220196;SAL308G;Stakkahlid_Klettur;K207;9;3;FALSE;18;25;2
2019.12.2;13:30;10026220196;SAL308G;Stakkahlid_Klettur;K208;9;3;FALSE;18;25;2
2019.12.2;13:30;10026020196;SAL102G;Askja;Askja130;7;3;FALSE;15;20;2
2019.12.2;13:30;10026020196;SAL102G;Askja;Askja131;20;3;FALSE;30;30;2
2019.12.2;13:30;10026020196;SAL102G;Arnagardur;A201;16;3;FALSE;32;48;2
2019.12.2;13:30;10026020196;SAL102G;Arnagardur;A301;16;3;FALSE;32;48;2
2019.12.2;13:30;10026020196;SAL102G;Arnagardur;A304;7;3;FALSE;14;20;2
2019.12.2;13:30;10026020196;SAL102G;Arnagardur;A311;9;3;FALSE;18;26;2
2019.12.2;13:30;10026020196;SAL102G;Eirberg;E201C;30;3;FALSE;30;40;1
2019.12.2;13:30;10026020196;SAL102G;Eirberg;E203C;22;3;FALSE;50;50;2
2019.12.2;13:30;10026020196;SAL102G;Haskolatorg;HT102;29;3;FALSE;58;85;2
2019.12.2;13:30;10026020196;SAL102G;Haskolatorg;HT105;29;3;FALSE;58;85;2
2019.12.2;13:30;10026020196;SAL102G;Logberg;L102;16;3;FALSE;25;25;2
2019.12.2;13:30;10026020196;SAL102G;Logberg;L103;16;3;FALSE;25;25;2
2019.12.2;13:30;10026020196;SAL102G;Oddi;O201;29;3;FALSE;44;44;2
2019.12.2;13:30;10026020196;SAL102G;VR_2;V147;5;3;FALSE;10;15;2
2019.12.2;13:30;10026020196;SAL102G;VR_2;V152;12;3;FALSE;24;36;2
2019.12.2;13:30;10026020196;SAL102G;VR_2;V155;8;3;FALSE;16;22;2
2019.12.2;13:30;10026020196;SAL102G;VR_2;V156;8;3;FALSE;16;22;2
2019.12.2;13:30;10026020196;SAL102G;VR_2;V258;8;3;FALSE;16;22;2
2019.12.2;13:30;10026020196;SAL102G;VR_2;V261;10;3;FALSE;20;30;2
2019.12.2;13:30;07043020196;TAN208G;Stakkahlid_Hamar;H202;8;3;FALSE;15;19;2
2019.12.2;13:30;10150120196;KYN106G;Askja;Askja130;8;3;FALSE;15;20;2
2019.12.2;13:30;10150120196;KYN106G;Arnagardur;A311;9;3;FALSE;18;26;2
2019.12.2;13:30;10150120196;KYN106G;HusVigdisar;VHV007;15;3;FALSE;30;44;3
