Dagur;Tími;ID;Námskeið;Bygging;Stofa;Fjöldi;Lengd prófs;Sérnemar;Fjöldinema; Hámarksæti; Fjöldinámskeiða
2019.12.6;13:30;09517720196;LIF516M;Askja;Askja130;7;3;FALSE;20;20;2
2019.12.6;13:30;09517720196;LIF516M;Eirberg;E201C;8;3;FALSE;22;40;2
2019.12.6;13:30;70799820196;GKY101G;Stakkahlid_Hamar;H201;9;3;FALSE;18;25;2
2019.12.6;13:30;70799820196;GKY101G;Stakkahlid_Hamar;H205;9;3;FALSE;18;25;2
2019.12.6;13:30;70799820196;GKY101G;Stakkahlid_Hamar;H207;12;3;FALSE;24;34;2
2019.12.6;13:30;70799820196;GKY101G;Stakkahlid_Klettur;K204;7;3;FALSE;17;20;2
2019.12.6;13:30;70046320196;ITH515G;Stakkahlid_Hamar;H101;7;3;FALSE;15;22;2
2019.12.6;13:30;70046320196;ITH515G;Stakkahlid_Hamar;H209;6;3;FALSE;12;16;2
2019.12.6;13:30;09513720196;LIF102G;Haskolatorg;HT105;20;3;FALSE;49;85;2
2019.12.6;13:30;09513720196;LIF102G;Stakkahlid_Klettur;K205;9;3;FALSE;20;20;2
2019.12.6;13:30;09513720196;LIF102G;Stakkahlid_Klettur;K207;11;3;FALSE;20;25;2
